Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Nacionality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,Yes,No,Female,No,48,No,0,6,6,0,0,0,0,6,6,0,0,0,11.1,0.6,2.02,Dropout
Married,Change in course,1,Management (evening attendance),Evening,Higher education—bachelor’s degree,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,No,Female,No,38,No,9,12,12,9,12.22222222,2,9,12,12,9,13,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Female,No,19,No,0,5,10,5,13.28571429,0,0,5,8,5,13,0,12.7,3.7,-1.7,Graduate
Married,Over 23 years old,1,Management (evening attendance),Evening,Other—11th year of schooling,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Administrative staff,0,0,No,Yes,Male,No,30,No,0,5,7,3,11.66666667,0,0,5,8,1,11,0,7.6,2.6,0.32,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,Yes,24,No,0,6,9,6,13.55555556,0,0,6,7,6,12.66666667,0,13.9,-0.3,0.79,Graduate
Single,2nd phase—general contingent,5,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Male,No,19,No,0,6,6,6,13.16666667,0,0,6,8,6,12.42857143,0,16.2,0.3,-0.92,Graduate
Single,Technological specialization diploma holders,1,Animation and Multimedia Design,Daytime,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,No,21,No,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Enrolled
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Male,Yes,21,No,0,6,6,6,11.66666667,0,0,6,7,5,12.2,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,2,Management (evening attendance),Evening,Secondary education,Portuguese,Higher Education—doctorate,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,0,0,No,Yes,Male,No,19,No,0,5,11,4,11,0,0,5,8,4,12.25,0,15.5,2.8,-4.06,Dropout
Single,2nd phase—general contingent,2,Communication Design,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Specialists in Intellectual and Scientific Activities,Administrative staff,1,0,No,Yes,Male,No,18,No,0,6,6,6,13,0,0,6,8,1,10,0,10.8,1.4,1.74,Enrolled
Single,2nd phase—general contingent,1,Communication Design,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Male,Yes,18,No,0,6,6,6,13.66666667,0,0,6,6,6,12,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,4,Informatics Engineering,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",Administrative staff,1,0,No,Yes,Male,No,19,No,0,5,6,5,14.6,0,0,5,5,5,15.2,0,8.9,1.4,3.51,Dropout
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,Yes,19,No,0,8,8,7,12.51428571,0,0,8,8,7,12.51428571,0,12.7,3.7,-1.7,Graduate
Single,2nd phase—general contingent,2,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education—degree,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Specialists in Intellectual and Scientific Activities,Unskilled Workers,0,0,No,Yes,Male,No,18,No,0,5,5,3,14,0,0,5,7,3,12.66666667,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,25,No,0,6,8,6,13.16666667,0,0,6,8,5,12.6,0,7.6,2.6,0.32,Enrolled
Single,2nd phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Specialists in Intellectual and Scientific Activities,1,0,No,Yes,Male,No,18,No,0,5,10,4,13,0,0,5,10,3,12.33333333,3,7.6,2.6,0.32,Enrolled
Common-law marriage,Over 23 years old,1,Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,No,Male,No,29,No,0,5,5,1,13,0,0,5,5,0,0,0,8.9,1.4,3.51,Dropout
Single,2nd phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Other Situation; 13—(blank),"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Male,No,21,No,0,5,10,1,10,0,0,5,8,3,13.66666667,3,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,3,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,Yes,Yes,Male,Yes,18,No,0,6,6,6,14.33333333,0,0,6,6,6,15.33333333,0,11.1,0.6,2.02,Graduate
Single,2nd phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,Yes,20,No,0,6,6,0,0,0,0,6,12,0,0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Male,No,27,No,0,5,7,1,11,0,0,5,7,0,0,0,13.9,-0.3,0.79,Dropout
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Higher Education—degree,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Unskilled Workers,1,0,No,Yes,Male,No,21,No,0,6,15,3,11.25,0,0,6,9,0,0,0,12.4,0.5,1.79,Enrolled
Single,3rd phase—general contingent,2,Management,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers,1,0,No,Yes,Male,No,20,No,0,5,7,4,10.75,0,0,5,12,3,10.57142857,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Management,Daytime,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,0,0,Yes,No,Male,No,28,No,0,5,7,1,11,0,0,5,9,0,0,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,2,Oral Hygiene,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Male,Yes,24,No,0,7,13,6,10.85714286,0,0,7,7,7,11.85714286,0,12.7,3.7,-1.7,Enrolled
Single,1st phase—general contingent,5,Management,Daytime,Secondary education,Portuguese,Higher Education—degree,Higher Education—bachelor’s degree,Specialists in Intellectual and Scientific Activities,Specialists in Intellectual and Scientific Activities,0,0,No,Yes,Male,No,22,No,1,5,10,4,11.75,0,0,5,10,3,11,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,20,No,0,5,8,5,12.8,0,0,5,9,4,13.66666667,1,10.8,1.4,1.74,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,0,0,No,Yes,Male,No,21,No,1,5,15,3,12.33333333,2,0,5,7,5,11.4,0,9.4,-0.8,-3.12,Graduate
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Unskilled Workers,Specialists in Intellectual and Scientific Activities,1,0,Yes,No,Male,No,23,No,0,6,12,2,11.33333333,0,0,6,8,2,13,0,13.9,-0.3,0.79,Dropout
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Intermediate Level Technicians and Professions,1,0,No,Yes,Male,No,18,No,0,6,10,5,11.6,0,0,6,6,6,11.16666667,0,10.8,1.4,1.74,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Other—11th Year of Schooling,Administrative staff,Administrative staff,1,0,No,Yes,Male,Yes,20,No,8,14,15,12,10.92307692,0,7,13,14,11,12.18181818,0,11.1,0.6,2.02,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Graduate
Married,Over 23 years old,1,Nursing,Daytime,Higher education—degree,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,No,Yes,Male,No,32,No,0,7,7,7,13.62857143,0,0,8,8,8,13.9125,0,13.9,-0.3,0.79,Graduate
Single,1st phase—general contingent,6,Tourism,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,20,No,0,6,16,3,10.33333333,0,0,6,16,1,11,0,10.8,1.4,1.74,Dropout
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Male,No,32,No,12,18,25,18,13.73684211,0,10,13,15,12,13.75,1,15.5,2.8,-4.06,Graduate
Single,Over 23 years old,1,Agronomy,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,No,Yes,Male,No,28,No,7,13,19,8,11.625,0,5,10,17,6,11,0,15.5,2.8,-4.06,Enrolled
Single,Technological specialization diploma holders,1,Communication Design,Daytime,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,"Personal Services, Security and Safety Workers, and Sellers","Personal Services, Security and Safety Workers, and Sellers",1,1,No,Yes,Male,Yes,21,No,2,7,7,4,11.5,0,5,9,10,7,12.14285714,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,No,Yes,Male,Yes,19,No,0,6,8,5,14,0,0,6,8,6,13,0,10.8,1.4,1.74,Graduate
Single,Over 23 years old,1,Management (evening attendance),Evening,Technological specialization course,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Male,No,24,No,0,5,7,3,11.33333333,0,0,5,6,0,0,0,10.8,1.4,1.74,Dropout
Single,2nd phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Male,No,18,No,0,5,13,1,10,0,0,5,5,1,10,0,12.7,3.7,-1.7,Dropout
Single,Technological specialization diploma holders,1,Agronomy,Daytime,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,No,Yes,Male,No,20,No,0,6,14,5,11.71428571,0,0,6,15,5,12,0,16.2,0.3,-0.92,Graduate
Single,Change in course,1,Animation and Multimedia Design,Daytime,Technological specialization course,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,No,Male,No,25,No,0,0,0,0,0,0,0,0,0,0,0,0,15.5,2.8,-4.06,Dropout
Single,2nd phase—general contingent,6,Management,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,25,No,13,15,15,13,10.76923077,0,11,14,15,12,11.83333333,0,7.6,2.6,0.32,Dropout
Single,2nd phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Male,No,18,No,0,6,10,5,11.6,0,0,6,6,6,12,0,9.4,-0.8,-3.12,Dropout
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen","Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Male,No,19,No,0,5,6,4,13.75,0,0,5,5,0,0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,5,Management,Daytime,Secondary education,Portuguese,General commerce course,Higher Education—degree,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,18,No,0,5,14,4,11,0,0,5,9,5,10.5,0,13.9,-0.3,0.79,Dropout
Single,Transfer,1,Management,Daytime,Secondary education,Portuguese,General commerce course,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,Administrative staff,0,0,No,No,Male,No,25,No,0,5,6,0,0,0,0,5,5,0,0,0,15.5,2.8,-4.06,Dropout
Single,Over 23 years old,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,2nd cycle of the general high school course,Unknown,Student,Student,1,0,No,Yes,Male,No,38,No,0,0,0,0,0,0,0,0,0,0,0,0,7.6,2.6,0.32,Dropout
Single,Technological specialization diploma holders,1,Animation and Multimedia Design,Daytime,Technological specialization course,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Male,No,19,No,0,0,0,0,0,0,0,0,0,0,0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,4,Journalism and Communication,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,No,19,No,0,6,7,6,12.33333333,0,0,6,10,5,13.2,0,16.2,0.3,-0.92,Graduate
Single,Technological specialization diploma holders,1,Veterinary Nursing,Daytime,Technological specialization course,Portuguese,Supplementary Accounting and Administration,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Administrative staff,1,0,No,Yes,Male,Yes,22,No,0,6,9,6,13.42857143,0,1,6,12,6,13.625,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,6,Informatics Engineering,Daytime,Secondary education,Portuguese,Higher Education—bachelor’s degree,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Male,No,18,No,0,5,10,0,0,0,0,5,10,1,10,3,7.6,2.6,0.32,Enrolled
Single,Holders of other higher courses,1,Management (evening attendance),Evening,Higher education—degree,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Intermediate Level Technicians and Professions,Unskilled Workers,0,0,No,No,Male,No,32,No,0,5,12,4,14.75,0,0,5,9,2,15,0,16.2,0.3,-0.92,Dropout
Single,Change in course,1,Basic Education,Daytime,Secondary education,Portuguese,Higher Education—bachelor’s degree,Technological specialization course,Specialists in Intellectual and Scientific Activities,"Personal Services, Security and Safety Workers, and Sellers",0,0,No,Yes,Male,No,37,No,19,21,21,21,12.47619048,0,13,19,19,19,12.21052632,0,12.4,0.5,1.79,Graduate
Single,2nd phase—general contingent,1,Informatics Engineering,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,No,Yes,Male,No,21,No,0,5,8,0,0,0,0,5,5,0,0,0,7.6,2.6,0.32,Dropout
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Higher Education—degree,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",1,0,No,Yes,Male,No,18,No,0,6,15,3,11.66666667,0,0,6,14,2,12.5,0,10.8,1.4,1.74,Dropout
Single,1st phase—general contingent,3,Communication Design,Daytime,Secondary education,Portuguese,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Higher Education—degree,Other Armed Forces personnel,"Specialists in finance, accounting, administrative organization, and public and commercial relations",1,0,Yes,Yes,Male,No,19,No,0,6,6,6,12,0,0,6,7,6,13.57142857,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,1,Advertising and Marketing Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Male,Yes,19,No,0,6,7,6,12,0,0,6,6,6,14,0,12.4,0.5,1.79,Graduate
Single,1st phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Brazilian,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,No,Female,No,19,Yes,6,12,12,12,15.25,0,4,11,12,11,15,0,8.9,1.4,3.51,Graduate
Single,2nd phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Male,Yes,19,No,0,6,9,5,12.4,0,0,6,6,6,13.16666667,0,12.7,3.7,-1.7,Graduate
Single,International student (bachelor),1,Management,Daytime,Secondary education,Santomean,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,Yes,Yes,Male,No,21,Yes,0,5,9,3,12.33333333,0,0,5,8,4,11.25,0,8.9,1.4,3.51,Enrolled
Divorced,Over 23 years old,1,Management (evening attendance),Evening,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Installation and Machine Operators and Assembly Workers,0,0,No,Yes,Female,No,28,No,0,5,8,4,11.5,0,0,5,7,4,12,0,10.8,1.4,1.74,Enrolled
Single,1st phase—general contingent,1,Journalism and Communication,Daytime,Secondary education,Lithuanian,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Intermediate Level Technicians and Professions,"Personal Services, Security and Safety Workers, and Sellers",1,0,Yes,No,Female,No,19,Yes,0,6,8,5,12.2,0,0,6,6,4,11.75,0,16.2,0.3,-0.92,Dropout
Single,Over 23 years old,1,Management (evening attendance),Evening,Basic education 3rd cycle (9th/10th/11th year) or equivalent,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",0,0,Yes,Yes,Female,No,28,No,0,5,14,2,10.5,0,0,5,6,0,0,0,12.4,0.5,1.79,Dropout
Single,1st phase—general contingent,1,Nursing,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Skilled Workers in Industry, Construction, and Craftsmen",Unskilled Workers,0,0,No,Yes,Female,Yes,19,No,0,8,8,7,14.4,0,0,8,8,7,14.4,0,12.7,3.7,-1.7,Graduate
Married,Holders of other higher courses,1,Social Service (evening attendance),Evening,Higher education—degree,Portuguese,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Intermediate Level Technicians and Professions,"Skilled Workers in Industry, Construction, and Craftsmen",0,0,No,Yes,Female,No,32,No,8,14,18,13,12.84615385,0,7,11,19,10,12.8,0,10.8,1.4,1.74,Graduate
Single,Over 23 years old,1,Social Service (evening attendance),Evening,Technological specialization course,Portuguese,General commerce course,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,0,0,Yes,No,Female,No,26,No,0,6,13,4,12,0,0,6,7,5,13.2,0,16.2,0.3,-0.92,Dropout
Married,Over 23 years old,1,Management,Daytime,Other—11th year of schooling,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,Unskilled Workers,0,0,No,Yes,Female,No,25,No,0,5,0,0,0,0,0,5,0,0,0,0,9.4,-0.8,-3.12,Dropout
Married,Change in course,2,Basic Education,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,General Course of Administration and Commerce,Administrative staff,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",0,0,No,Yes,Female,No,31,No,3,7,8,6,13.66666667,0,1,6,8,5,13.5,0,9.4,-0.8,-3.12,Dropout
Single,2nd phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,"Personal Services, Security and Safety Workers, and Sellers",1,0,No,Yes,Female,Yes,20,No,0,6,10,5,11.85714286,0,0,6,8,6,11.66666667,0,12.7,3.7,-1.7,Graduate
Single,1st phase—general contingent,4,Social Service,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic education 1st cycle (4th/5th year) or equivalent,Installation and Machine Operators and Assembly Workers,Unskilled Workers,1,0,No,Yes,Female,No,19,No,0,6,0,0,0,0,0,6,0,0,0,0,12.7,3.7,-1.7,Dropout
Single,2nd phase—general contingent,1,Animation and Multimedia Design,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,"Personal Services, Security and Safety Workers, and Sellers",Unskilled Workers,1,0,No,Yes,Female,No,23,No,0,0,0,0,0,0,0,0,0,0,0,0,11.1,0.6,2.02,Dropout
Single,1st phase—general contingent,1,Social Service,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Secondary Education—12th Year of Schooling or Equivalent,Unskilled Workers,Unskilled Workers,1,0,No,Yes,Female,No,18,No,0,6,8,5,13.2,0,0,6,6,6,11.33333333,0,9.4,-0.8,-3.12,Graduate
Single,1st phase—general contingent,2,Social Service,Daytime,Secondary education,Portuguese,General commerce course,Basic Education 2nd Cycle (6th/7th/8th Year) or equivalent,Unskilled Workers,Installation and Machine Operators and Assembly Workers,1,0,No,Yes,Female,Yes,19,No,0,6,8,6,12.71428571,0,0,6,12,5,11,0,13.9,-0.3,0.79,Dropout
Single,1st phase—general contingent,1,Tourism,Daytime,Secondary education,Portuguese,Supplementary Accounting and Administration,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Unskilled Workers,Armed Forces Professions,0,0,No,Yes,Female,No,18,No,0,6,6,6,12.5,0,0,6,6,6,12.66666667,0,15.5,2.8,-4.06,Graduate
Single,1st phase—general contingent,1,Management,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Secondary Education—12th Year of Schooling or Equivalent,Administrative staff,"Farmers and Skilled Workers in Agriculture, Fisheries, and Forestry",1,0,No,Yes,Female,No,21,No,0,5,9,3,10.66666667,0,0,5,13,2,12.5,0,7.6,2.6,0.32,Enrolled
Single,1st phase—general contingent,2,Journalism and Communication,Daytime,Secondary education,Portuguese,General Course of Administration and Commerce,Basic education 1st cycle (4th/5th year) or equivalent,Unskilled Workers,"Skilled Workers in Industry, Construction, and Craftsmen",1,0,No,Yes,Female,No,20,No,0,6,12,1,17,0,0,6,12,1,17,0,9.4,-0.8,-3.12,Enrolled
Single,1st phase—general contingent,1,Veterinary Nursing,Daytime,Secondary education,Portuguese,Secondary Education—12th Year of Schooling or Equivalent,Basic Education 3rd Cycle (9th/10th/11th Year) or Equivalent,Administrative staff,Unskilled Workers,1,0,No,Yes,Female,No,24,No,0,5,6,5,13,1,0,5,9,4,13.25,0,12.7,3.7,-1.7,Graduate
